JobTitle,JobYear,JobLink,JobType,JobField,JobSource,JobLink_norm
University of Stirling (UK) - Lecturer/Senior Lecturer in Scottish Literature (Romanticism),2019,https://www.stir.ac.uk/about/work-at-stirling/list/details/?jobId=1918&jobTitle=Lecturer/Senior%20Lecturer%20in%20Scottish%20Literature | https://www.jobs.ac.uk/job/BNR568/lecturer-senior-lecturer-in-scottish-literature,Non-TT,Romanticism/Victorian/19th,Wiki,https://www.stir.ac.uk/about/work-at-stirling/list/details/?jobId=1918&jobTitle=Lecturer/Senior%20Lecturer%20in%20Scottish%20Literature | https://www.jobs.ac.uk/job/BNR568/lecturer-senior-lecturer-in-scottish-literature
Vassar College (NY) - TT Assistant Professor of English (Romanticism) - CAMPUS VISIT STAGE,2019,"http://employment.vassar.edu/applicants/Central?quickFind=52605 | https://www.indeed.com/viewjob?t=Tenure+Track+Assistant+Professor+English&c=Vassar+College&l=Poughkeepsie,+NY&jk=65b4b61ce46f16f1&rtk=1cm44g4cmadd8a7r&from=rss",TT,Romanticism/Victorian/19th,Wiki,"http://employment.vassar.edu/applicants/Central?quickFind=52605 | https://www.indeed.com/viewjob?t=Tenure+Track+Assistant+Professor+English&c=Vassar+College&l=Poughkeepsie,+NY&jk=65b4b61ce46f16f1&rtk=1cm44g4cmadd8a7r&from=rss"
Widener University (PA) - TT Asst. Professor - Long 18th C. / Romanticism - ZOOM INTERVIEW STAGE,2019,"https://widener.igreentree.com/CSS_External/CSSPage_Welcome.asp | https://www.indeed.com/viewjob?t=Assistant+Professor+English&c=Widener+University&l=Chester,+PA&jk=5a5c62d17664d869&rtk=1cil0iils19ov13t&from=rss",TT,Romanticism/Victorian/19th,Wiki,"https://widener.igreentree.com/CSS_External/CSSPage_Welcome.asp | https://www.indeed.com/viewjob?t=Assistant+Professor+English&c=Widener+University&l=Chester,+PA&jk=5a5c62d17664d869&rtk=1cil0iils19ov13t&from=rss"
Auburn University at Montgomery (AL) - TT Asst. Professor - Digital Humanities + Postcolonial Lit and/or Contemporary British or Victorian Poetry - OFFER ACCEPTED,2019,"http://www.jobs.aum.edu/postings/3350 | http://www.cas.aum.edu/ | https://www.indeed.com/viewjob?t=Assistant+Professor+English&c=Auburn+University+Montgomery&l=Auburn,+AL&jk=3664b0b92038b2c1&rtk=1cn9q7gvn4s6ke39&from=rss",TT,Romanticism/Victorian/19th,Wiki,"http://www.jobs.aum.edu/postings/3350 | http://www.cas.aum.edu/ | https://www.indeed.com/viewjob?t=Assistant+Professor+English&c=Auburn+University+Montgomery&l=Auburn,+AL&jk=3664b0b92038b2c1&rtk=1cn9q7gvn4s6ke39&from=rss"
Harvard University (MA) - TT Asst. Professor - Victorian Literature and Culture - MLA INTERVIEW STAGE,2019,http://academicpositions.harvard.edu/postings/8413 | https://chroniclevitae.com/jobs/0000439732-01,TT,Romanticism/Victorian/19th,Wiki,http://academicpositions.harvard.edu/postings/8413 | https://chroniclevitae.com/jobs/0000439732-01
Newcastle University (UK) - Lecturer in Victorian Literature - CAMPUS VISIT STAGE,2019,mailto:Helen.Freshwater@Newcastle.ac.uk | mailto:James.Annesley@Newcastle.ac.uk | https://www.jobs.ac.uk/job/BLN224/lecturer-in-victorian-literature/,Non-TT,Romanticism/Victorian/19th,Wiki,mailto:Helen.Freshwater@Newcastle.ac.uk | mailto:James.Annesley@Newcastle.ac.uk | https://www.jobs.ac.uk/job/BLN224/lecturer-in-victorian-literature/
"University of California, Berkeley (CA) - Associate Professor or Full Professor - Victorian Literature and Culture",2019,https://aprecruit.berkeley.edu/apply/JPF01820 | http://apo.berkeley.edu/evalltr.html | http://ofew.berkeley.edu/new-faculty | http://policy.ucop.edu/doc/4000376/NondiscrimAffirmAct | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176783185&Title=Associate%20Professor%20or%20Full%20Professor%20-%20Victorian%20Literature%20and%20Culture%20-%20Department%20of%20English,TT,Romanticism/Victorian/19th,Wiki,https://aprecruit.berkeley.edu/apply/JPF01820 | http://apo.berkeley.edu/evalltr.html | http://ofew.berkeley.edu/new-faculty | http://policy.ucop.edu/doc/4000376/NondiscrimAffirmAct | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176783185&Title=Associate%20Professor%20or%20Full%20Professor%20-%20Victorian%20Literature%20and%20Culture%20-%20Department%20of%20English
University of Colorado Colorado Springs (CO) - TT Assistant Professor of English - Criticism and Theory (incl. either Victorian British Lit. or Digital Humanities) - INTERVIEW PHASE,2019,"https://www.cu.edu/employee-services/benefits-wellness/new-employee | http://www.choosecoloradosprings.com/ | https://cu.taleo.net/careersection/2/jobdetail.ftl?job=205689&src=JB-10100 | https://www.indeed.com/viewjob?t=Assistant+Professor+English&c=University+of+Colorado&l=Colorado+Springs,+CO&jk=8eb92f4c2f4fd2d9&rtk=1cn8rbqd14ol2dub&from=rss",TT,Romanticism/Victorian/19th,Wiki,"https://www.cu.edu/employee-services/benefits-wellness/new-employee | http://www.choosecoloradosprings.com/ | https://cu.taleo.net/careersection/2/jobdetail.ftl?job=205689&src=JB-10100 | https://www.indeed.com/viewjob?t=Assistant+Professor+English&c=University+of+Colorado&l=Colorado+Springs,+CO&jk=8eb92f4c2f4fd2d9&rtk=1cn8rbqd14ol2dub&from=rss"
University of Mississippi (MS) - TT Asst. or Associate Professor - Victorian Literature and Culture - OFFER ACCEPTED,2019,https://careers.olemiss.edu/ | mailto:engl@olemiss.edu | mailto:dstout@olemiss.edu. | https://careers.olemiss.edu/job/University-Associate-or-Assistant-Professor-of-Victorian-Literature-&-Culture-%28English%29-MS-38965/510553700/,TT,Romanticism/Victorian/19th,Wiki,https://careers.olemiss.edu/ | mailto:engl@olemiss.edu | mailto:dstout@olemiss.edu. | https://careers.olemiss.edu/job/University-Associate-or-Assistant-Professor-of-Victorian-Literature-&-Culture-%28English%29-MS-38965/510553700/
"Bucknell University (PA) - TT Assistant Professor of English in Literatures and Cultures of the British Empire, 1660-1830: Origins of Race and Empire",2019,"https://www.indeed.com/viewjob?t=Assistant+Professor+English+Literature+Culture+British+Empire&c=Bucknell+University&l=Lewisburg,+PA&jk=b01ce341a88836f8&rtk=1cikm86l4adf693l&from=rss",TT,Romanticism/Victorian/19th,Wiki,"https://www.indeed.com/viewjob?t=Assistant+Professor+English+Literature+Culture+British+Empire&c=Bucknell+University&l=Lewisburg,+PA&jk=b01ce341a88836f8&rtk=1cikm86l4adf693l&from=rss"
"Central College (IA) - TT Asst. Professor - Global Anglophone and British Literature of the 19th, 20th, and 21st c. - POSITION FILLED ",2019,https://central.interviewexchange.com/jobofferdetails.jsp;jsessionid=CCF26E92F1130407E047AA48E31407A8?JOBID=101424 | https://www.indeed.com/viewjob?jk=190812050fd6c378&tk=1cl1hq0f4b00m9ud&from=serp&vjs=3,TT,Romanticism/Victorian/19th,Wiki,https://central.interviewexchange.com/jobofferdetails.jsp;jsessionid=CCF26E92F1130407E047AA48E31407A8?JOBID=101424 | https://www.indeed.com/viewjob?jk=190812050fd6c378&tk=1cl1hq0f4b00m9ud&from=serp&vjs=3
Jackson State University (MS) - TT Asst. Professor - British Literature before 1900 (incl. Romantic or Victorian),2019,"https://jsums.peopleadmin.com/postings/7065 | https://www.indeed.com/viewjob?t=Assistant+Professor&c=Jackson+State+University&l=Jackson,+MS&jk=c9f27fa68a791839&rtk=1cld8mf9sadb8dd1&from=rss",TT,Romanticism/Victorian/19th,Wiki,"https://jsums.peopleadmin.com/postings/7065 | https://www.indeed.com/viewjob?t=Assistant+Professor&c=Jackson+State+University&l=Jackson,+MS&jk=c9f27fa68a791839&rtk=1cld8mf9sadb8dd1&from=rss"
National University of Singapore (SGP) - TT Assistant Professor in English Literature (incl. 19th c. British),2019,http://www.nus.edu.sg/careers/files/NUS-Personal-Data-Consent-for-Job-Applicants.pdf | mailto:ellbox10@nus.edu.sg | http://www.nus.edu.sg/careers/whyjoinus.htm | http://www.fas.nus.edu.sg/ell/ | https://academicjobsonline.org/ajo/jobs/12789,TT,Romanticism/Victorian/19th,Wiki,http://www.nus.edu.sg/careers/files/NUS-Personal-Data-Consent-for-Job-Applicants.pdf | mailto:ellbox10@nus.edu.sg | http://www.nus.edu.sg/careers/whyjoinus.htm | http://www.fas.nus.edu.sg/ell/ | https://academicjobsonline.org/ajo/jobs/12789
Radford University (VA) - TT Asst. Professor - 18th-19th c. British Lit. - CANCELLED,2019,"https://jobs.radford.edu/postings/6512 | https://www.indeed.com/viewjob?t=Assistant+Professor&c=Radford+University&l=Radford,+VA&jk=4e0b16746b1f1437&rtk=1cmnp4gbh19cd7kb&from=rss",TT,Romanticism/Victorian/19th,Wiki,"https://jobs.radford.edu/postings/6512 | https://www.indeed.com/viewjob?t=Assistant+Professor&c=Radford+University&l=Radford,+VA&jk=4e0b16746b1f1437&rtk=1cmnp4gbh19cd7kb&from=rss"
"Stanford University (CA) - TT Assistant Professor of English, British Literature 1500-1820 (2 Positions) - ZOOM INTERVIEW STAGE",2019,https://apply.interfolio.com/54392,TT,Romanticism/Victorian/19th,Wiki,https://apply.interfolio.com/54392
"York University (CAN) - TT Assistant Lecturer of English (First Year English, pref. secondary spec. in Romantics / Victorian Lit.)",2019,http://acadjobs.info.yorku.ca/ | http://acadjobs.info.yorku.ca/ | https://apply.interfolio.com/56522,TT,Romanticism/Victorian/19th,Wiki,http://acadjobs.info.yorku.ca/ | http://acadjobs.info.yorku.ca/ | https://apply.interfolio.com/56522
"Sewanee, the University of the South: Visiting Assistant Professor of Victorian Literature-POSITION FILLED",2019,https://jobs.sewanee.edu/postings/3161,Non-TT,Romanticism/Victorian/19th,Wiki,https://jobs.sewanee.edu/postings/3161
"University of London, Royal Holloway (UK) - Teaching Fellow in English Literature (begins 1 January 2019)",2019,mailto:Juliet.%20John@rhul.ac.uk | https://jobs.royalholloway.ac.uk/ | http://www.rhul.ac.uk/Personnel/JobVacancies.htm,Non-TT,Romanticism/Victorian/19th,Wiki,mailto:Juliet.%20John@rhul.ac.uk | https://jobs.royalholloway.ac.uk/ | http://www.rhul.ac.uk/Personnel/JobVacancies.htm
University of North Carolina at Chapel Hill (NC) - Carolina Postdoctoral Program for Faculty Diversity - English: 18-19th c. Transatlantic Lit. or Modernism,2019,https://unc.peopleadmin.com/postings/148221 | http://research.unc.edu/carolina-postdocs/index.htm | mailto:jennifer_pruitt@unc.edu,Non-TT,Romanticism/Victorian/19th,Wiki,https://unc.peopleadmin.com/postings/148221 | http://research.unc.edu/carolina-postdocs/index.htm | mailto:jennifer_pruitt@unc.edu
"University of British Columbia (BC, CAN) – Assistant Professor Without Review (2 year term), C19 Studies – Applications Being Reviewed (per HR Portal)",2019,http://www.facultycareers.ubc.ca/33058 | mailto:english.recruitment@ubc.ca,Non-TT,Romanticism/Victorian/19th,Wiki,http://www.facultycareers.ubc.ca/33058 | mailto:english.recruitment@ubc.ca
Reed College (OR)- One-Year Visiting Appointment in English and Humanities,2019,http://www.reed.edu/diversity | http://apply.interfolio.com/62575,Non-TT,Romanticism/Victorian/19th,Wiki,http://www.reed.edu/diversity | http://apply.interfolio.com/62575
"Brandon University (Manitoba)- One-year, term position, Department of English & Creative Writing, Faculty of Arts",2019,mailto:EnglishSearch@brandonu.ca | https://www.brandonu.ca/,Non-TT,Romanticism/Victorian/19th,Wiki,mailto:EnglishSearch@brandonu.ca | https://www.brandonu.ca/
"Assistant Professor of English, Creative Writing, Auburn University at Montgomery",2020,http://www.jobs.aum.edu/postings/4428 | https://www.jobs.aum.edu/postings/4428,TT,Creative Writing,Wiki,http://www.jobs.aum.edu/postings/4428 | https://www.jobs.aum.edu/postings/4428
"Assistant Professor Creative Writing (Fiction), George Mason University",2020,https://jobs.chronicle.com/job/298436/assistant-professor-creative-writing-fiction-/,TT,Creative Writing,Wiki,https://jobs.chronicle.com/job/298436/assistant-professor-creative-writing-fiction-/
"Assistant Professor of Fiction Writing (tenure-track), Notre Dame",2020,https://apply.interfolio.com/78949,TT,Creative Writing,Wiki,https://apply.interfolio.com/78949
"Assistant Professor of Creative Writing, Oberlin College",2020,https://jobs.oberlin.edu/ | https://jobs.chronicle.com/job/297528/assistant-professor-of-creative-writing/,TT,Creative Writing,Wiki,https://jobs.oberlin.edu/ | https://jobs.chronicle.com/job/297528/assistant-professor-of-creative-writing/
"Assistant/Associate Professor of English Literature in Creative Writing, Swarthmore College - Preliminary Interview Stage",2020,http://www.swarthmore.edu/faculty-diversity-excellence/information-candidates-new-faculty | mailto:dmckeev1@swarthmore.edu | mailto:ebolton1@swarthmore.edu | http://apply.interfolio.com/77409,TT,Creative Writing,Wiki,http://www.swarthmore.edu/faculty-diversity-excellence/information-candidates-new-faculty | mailto:dmckeev1@swarthmore.edu | mailto:ebolton1@swarthmore.edu | http://apply.interfolio.com/77409
"Assistant, Associate, or Full Professor, Department of English, Wesleyan University, Middletown, CT",2020,http://product-help.interfolio.com/m/27438/l/266289-confidential-letter-uploads-to-online-application-systems,TT,Creative Writing,Wiki,http://product-help.interfolio.com/m/27438/l/266289-confidential-letter-uploads-to-online-application-systems
"Assistant Professor of Creative Nonfiction at Colorado College, Colorado Springs, CO",2020,https://www.coloradocollege.edu/other/antiracism-initiative/ | https://employment.coloradocollege.edu/postings/4511,TT,Creative Writing,Wiki,https://www.coloradocollege.edu/other/antiracism-initiative/ | https://employment.coloradocollege.edu/postings/4511
Assistant Professor of Journalism and Creative Nonfiction at North Carolina State University,2020,https://english.chass.ncsu.edu/ | https://publicscience.ncsu.edu/ | https://jobs.ncsu.edu/postings/136214 | http://jobs.ncsu.edu/hr,TT,Creative Writing,Wiki,https://english.chass.ncsu.edu/ | https://publicscience.ncsu.edu/ | https://jobs.ncsu.edu/postings/136214 | http://jobs.ncsu.edu/hr
Assistant Professor of English (Creative Writing) at Washington University in St. Louis,2020,http://apply.interfolio.com/80623 | https://police.wustl.edu/clery-reports-logs/,TT,Creative Writing,Wiki,http://apply.interfolio.com/80623 | https://police.wustl.edu/clery-reports-logs/
"Tenure Track Assistant Professor of Creative Writing, Poetry (subspeciality race, ethnicity and/or expressive culture), University of Texas at Austin ",2020,https://apply.interfolio.com/79499,TT,Creative Writing,Wiki,https://apply.interfolio.com/79499
"Tenure Track Assistant Professor of Creative Writing (Subspecialty: Fiction, poetry, and/or new genres), Santa Clara University",2020,mailto:jgopp@scu.edu | https://www.scu.edu/hr/careers/ | https://wd1.myworkdaysite.com/en-US/recruiting/scu/scu/job/Santa-Clara-CA/Tenure-Track-Assistant-Professor-of-Creative-Writing--Subspecialty--Fiction--poetry--and-or-new-genres-_R918 | mailto:jgopp@scu.edu,TT,Creative Writing,Wiki,mailto:jgopp@scu.edu | https://www.scu.edu/hr/careers/ | https://wd1.myworkdaysite.com/en-US/recruiting/scu/scu/job/Santa-Clara-CA/Tenure-Track-Assistant-Professor-of-Creative-Writing--Subspecialty--Fiction--poetry--and-or-new-genres-_R918 | mailto:jgopp@scu.edu
"Assistant Professor - Creative Writing/Director, El Centro Latinx",2020,,TT,Creative Writing,Wiki,
"Forese Writer-in-Residence, Colby College, Waterville, ME",2020,http://apply.interfolio.com/77890 | http://www.colby.edu/,TT,Creative Writing,Wiki,http://apply.interfolio.com/77890 | http://www.colby.edu/
"Visiting Poet, Westminster College, Salt Lake City, UT [DELETED]",2020,,TT,Creative Writing,Wiki,
"Distinguished Visiting Writer, Cornell College, Mt. Vernon, IA",2020,Mailto:bklaver@cornellcollege.edu%7Cbklaver@cornellcollege.edu,TT,Creative Writing,Wiki,Mailto:bklaver@cornellcollege.edu%7Cbklaver@cornellcollege.edu
University of Nebraska at Omaha (Nebraska / USA),2020,https://unomaha.peopleadmin.com/hr/postings/12021,TT,Spanish and Portuguese,Wiki,https://unomaha.peopleadmin.com/hr/postings/12021
"Salt Lake Community College (UTAH, USA)",2020,https://joblist.mla.org/job-details/2701/assistant-professor-spanish-latin-american-studies/?porder=Spanish&ix=11#top-pagination,TT,Spanish and Portuguese,Wiki,https://joblist.mla.org/job-details/2701
"Hillsdale College (MICHIGAN, USA)",2020,https://joblist.mla.org/job-details/2720/tenure-track-position-in-spanish/?porder=Spanish&ix=8#top-pagination,TT,Spanish and Portuguese,Wiki,https://joblist.mla.org/job-details/2720
"Lycoming College (PENNSYLVANIA, USA)",2020,https://joblist.mla.org/job-details/2719/assistant-professor-s-of-spanish/?porder=Spanish&ix=8#top-pagination,TT,Spanish and Portuguese,Wiki,https://joblist.mla.org/job-details/2719
"University of Washington (WASHINGTON, USA)",2020,https://joblist.mla.org/job-details/2682/assistant-professor-of-spanish-and-heritage-language-program-director/?porder=Spanish&so=Date#top-pagination,TT,Spanish and Portuguese,Wiki,https://joblist.mla.org/job-details/2682
"University of Houston (TEXAS, USA)",2020,https://joblist.mla.org/job-details/2742/assistant-professor-in-spanish-linguistics/?porder=Spanish&so=Date&ix=4#top-pagination,TT,Spanish and Portuguese,Wiki,https://joblist.mla.org/job-details/2742
"Westminster College (MISSOURI, USA)",2020,https://joblist.mla.org/job-details/2748/assistant-professor-of-spanish/?porder=Spanish&so=Date&ix=3#top-pagination,TT,Spanish and Portuguese,Wiki,https://joblist.mla.org/job-details/2748
"Florida Gulf Coast University (FLORIDA, USA)",2020,https://joblist.mla.org/job-details/2727/instructor-i-spanish/?kw=gulf+coast&ix=2#top-pagination,Unknown,Spanish and Portuguese,Wiki,https://joblist.mla.org/job-details/2727
"Texas Tech University (TEXAS, USA)",2020,https://joblist.mla.org/job-details/2666/assistant-professor-of-hispanic-linguistics/?porder=Professor%2c+Assistant&so=Date&ix=9#top-pagination,TT,Spanish and Portuguese,Wiki,https://joblist.mla.org/job-details/2666
